id,name,requirements,tasks,summary,pageUrl
JOB216254057161,"Operations-focused developer (“DevOps” engineer), Senior",Octopus Deploy,"Windows Server 2008-2012 as production environment,SQL Server and database management,Queue-based systems,Microservices,C# / .NET / netcore,Powershell scripts,Release management,Managing production environments,Experience with large volume data,Docker,Linux,RavenDB,Jira and Bitbucket,Elasticsearch / Kibana,Teamcity","
Castille Labs, a multinational team of IT specialists, is looking for developers to join their Oper...",https://www.timesofmalta.com/careers/view/19700101-castille-operations-focused-developer-devops-engineer-senior?utm_source=tom&utm_campaign=&utm_medium=Job+Page
JOB218416883754,Senior Devops Engineer,,,"Developers at Trimble Cloud, build applications that have the potential to benefit divisions across ...",https://careers.trimble.com/jobs/engineering/chennai-tn-in/senior-devops-engineer/P_AAAAAAEAAIzMQqaJ8I1jB7?lang=en_us
JOB220848906272,Service Design Expert-DevOps Engineer,,,"
Job Description
Alcon is the global leader in eye care, dedicated to helping people see brilliantly...",https://www.novartis.com/careers/career-search/job-details/304641BR
JOB222661118499,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Recruitment-jobs_19095.html?page=4
JOB223073290779,Devops engineer,,,"
Voor onze klant, in regio Antwerpen, zoeken wij een Devops engineer: Company Smart machines and the...",https://www.expatica.com/be/jobs/devops-engineer-27/
JOB226736622134,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Jobs-in-Tarragona_511399.html?page=2
JOB227202742434,Senior Azure Solutions Architect and DevOps Engineer,Connections to recruiters and industry experts through online and live Devex events,"Full access to our jobs board, including over 1,000 exclusive jobs,Your Devex profile highlighted in recruiter search results","
See the full details of this exclusive job – and all of the other big development opportunities han...",https://www.devex.com/jobs/senior-azure-solutions-architect-and-devops-engineer-680484
JOB227628272148,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Jobs-in-Salamanca_511395.html?page=2
JOB228904165474,Open Systems Support DevOps Engineer,"2 years of work experience with a Bachelor’s Degree or an Advanced Degree (e.g. Masters, MBA, JD, MD, or PhD),3 or more years of work experience or more than 2 years of work experience with an Advanced Degree (e.g. Masters, MBA, JD, MD),2-4 years previous experience with source control tools (Microsoft’s TFVC, GIT, GitHub) and branching strategies.,2-4 years previous experience with related DevOps tools (Jenkins, Maven, ANT, Docker, Ansible, Puppet, Chef, BitBucket, Artifactory, etc.).,2-4 years previous experience with automation using scripting languages (PowerShell, Linux/Unix shell, Ruby, Groovy, etc.).,Knowledge of infrastructure concepts (IP networking, load balancing, firewalls, certificates, etc.).,Knowledge of development concepts (Web Services, REST, JSON, etc.).,Verbal and written communication skills, problem solving and critical thinking skills, customer service and interpersonal skills.,Strong ability to work independently and manage one’s time.,Hands on experience with agile development practices and project tools. (JIRA, Rally, etc.),Incumbent must make themselves available during core business hours.,This position requires the incumbent to travel for work 5% of the time.,This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, reach with hands and arms, and bend or lift up to 25 pounds.","Schedule, implement, and automate security compliance patching and updates on Development and QA servers.,Ensure continuous availability of various tools supporting SCM & Release Management including Source Control, Continuous Integration, & Change Management.,Implement and support Continuous Integration and Deployment Pipelines.,Engage with cross-functional co-located teams in design, development and implementation of enterprise scalable features related to enabling higher developer productivity, environment monitoring and
self-healing, and facilitate autonomous delivery teams.,Support, troubleshoot and analyze code on all 3 layers of the stack related to infrastructure, middleware, and continuous integration and delivery frameworks.,Provide third level technical support to technical teams within Visa to support the implementation of modifications and/or new solutions.,Support the implementation of new programs and subprograms, as well as enhancements, modifications, and corrections to existing software.,Troubleshoot and conduct root cause analysis to address and resolve issues and keep them from repeating.,Responsible for daily activities of QA environment. This will include but not be limited to creating test environments on physical and virtual platforms; troubleshooting OS and third party application issues; deploying, installing, configuring proprietary software; monitoring hardware usage and performance as it applies to the environments. Assist in gathering of metrics to understand trends, identify anomalies and potential issues.,Review and document processes and procedures related to all DevOps tasks and development.","
As the world’s leader in digital payments technology, Visa’s mission is to connect the world throug...",https://usa.visa.com/careers/job-details.jobid.743999694798135.deptid.1146606.html
JOB231725445149,DevOps Engineer,Convenient Capitol Hill location in Seattle,"Build and maintain infrastructure that is secure, reliable, scalable, and automated.,Responsible for the administration of all production and staging systems.,Writing and maintaining clear documentation about system architecture.,Responsible for network and systems security.,Deploy robust monitoring to vital systems.,Responsible for system maintenance including software and hardware upgrades.,Co-responsible for site uptime and share on-call duty with peers.,Enable Developers to deploy with ease and confidence in order to increase efficiency and reduce time-to-production.,Responsible for maximizing hosting spend efficiency.,BS or MS in Computer Science, Engineering, or a related technical discipline.,At least 5 years of DevOps or software development experience in a technology company.,Sound knowledge of distributed systems architecture.,Strong knowledge of common scripting language,Experience with configuration management software such as Ansible, Chef or Puppet. Preferably Ansible.,Experience deploying distributed applications to AWS.,Experience with both relationship and document databases.,Experience deploying secure applications in a distributed system.,Experience deploying monitoring software.,Sharp and tenacious troubleshooting skills.,Strong attention to detail.,Excellent verbal and written communication skills.,Ability to work well with other functional peers in a collaborative environment. Proven ability to succeed in a team-oriented, fast-paced environment.,Strong customer focus and understanding of the end-user impact of any architecture.,Experience in coding secure applications,Experience with Docker or other container-based platforms,Experience deploying Ruby on Rails applications,Experience with Kubernetes,Competitive salary,99% company-paid health insurance premiums (medical, dental and vision) for you and dependents,Transportation and parking benefit,Flexible PTO (paid time off) and company holidays,Professional development investment,Work culture and environment focused on employee well-being, exciting, fun, creative and client focused - pet friendly office!,Fully stocked kitchens with coffee, soft drinks, beer, wine, and all the snacks","
Overview
WHAT YOU’LL DO
The DevOps Engineer is responsible for building and maintaining Front Desk’...",http://www.geekwire.com/jobs/job/front-desk-inc-seattle-wa-2-devops-engineer/
JOB231871269434,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Travel-Leisure-Tourism-jobs_19098.html?page=2
JOB239403881201,Sr. DevOps Engineer (AWS) - 40% Telecommuting/Remote,"Minimum Years of Experience: Must have minimum of 4 years of experience in Cloud / AWS Engineering/Development with 7+ years in overall technical engineering,Minimum Education: B.S. Degree in related discipline or equivalent, additional experience,Must have at least 2 Associate-Level AWS Certifications (Solutions Architect, Developer, SysOps),US Citizenship,Ability to pass a federal government background investigation,Experience documenting technical requirements,Must have strong written and verbal communication skills,Proficient at multi-tasking and proactive in work responsibilities,Superior attention to detail,Passion for providing great customer service,Able to understand abstract/complex thoughts and ideas "" thinking -outside the box"",Personable demeanor,Willing to mentor and foster those who may not understand the technology as well,Cool under pressure -- Customer’s AWS Environment is a multi-faceted, multi-line office production environment,Able to anticipate the needs of Customer before receiving tasks,Ability to thrive in a fast-paced, high-intensity, Agile Scrum team work environment and exhibit flexibility as innovation is implemented.,All 5 current AWS Certifications and the willingness and ability to earn new AWS Certifications as they become available,Proficiency with at least one industry standard orchestration tool (Jenkins, GitLab CI, CircleCI, etc),Proficiency with at least one industry standard, third-party configuration management tool (Ansible, Chef, Puppet, etc),AWS Professional-Level Certification (Solutions Architect or DevOps),Solid understanding of Linux and Windows operating systems,Capability in architecture design, system evaluation, system analysis, and infrastructure assessment,Be proficient in scripting image deployment and bootstrapping,Experience with AWS CloudWatch and other monitoring services,Strong background in Microsoft-based applications,Maintain account documentation, such as architecture diagrams and portal links.,Knowledge of databases like MySQL, Oracle, SQLServer, or MongoDB,Excellent communication, prioritization, and analytical skills,Ability to thrive in a fast-paced, high-intensity, Agile Scrum team work environment and exhibit flexibility as innovation is implemented.,Must be able to see opportunities for improvement, take ownership and closely work with development team to drive product improvement,Willingness to work on a customer site in the DC-Metro Area full or part time preferred","Provide technical direction to maintain AWS Cloud Infrastructure in Optimal Configuration from both technical and budgetary perspectives,Provide technical expertise to the JHC Customer Functional Escalation Support and Incident Management Processes involving AWS Infrastructure or related issues,Lead JHC’s efforts to influence the overall AWS Architecture and Design tenets provided by each of the Customer Line Office Development Teams,Compose and leverage AWS CloudFormation and/or TerraForm Templates for utilization, to ensure repeatable, sustainable AWS infrastructure is effectively managed,Deploy, test and document development, pre-production, and production environments,Train and mentor Junior Cloud Developers, Administrators and Engineers,Lead JHC’s Technical Efforts for Customer(s) in the following areas:,Create Amazon Virtual Private Cloud (VPC) resources such as subnets, network access control lists, and security groups,Backup cloud and on-premise resources, including in a hybrid environment,Leverage resource tagging to allocate costs and optimize resource planning,Create gold images / AMIs and employ auto scaling,Configure multi-factor authentication on virtual and hardware devices,Create IAM users and groups,Enhance Operational Service Plans (OSPs), Run books, known issues knowledge bases, log defects.","
US Citizens only
Must be able to pass federal background check & obtain Public Trust clearance
Must...",https://www.dice.com/jobs/detail/Sr.-DevOps-Engineer-%28AWS%29-%26%2345-40%26%2337-Telecommuting%26%2347Remote-JHC-Technology%2C-Inc-Alexandria-VA-22314/10514331/784855
JOB243708024089,Avail - Principal DevOps Engineer,,"Help to build a collaborative DevOps strategy and partnership with local and remote development teams,Building best-in class service engineering capabilities in the DevOps team,Responsible for Engineering Operations, including building software and tools needed by the Engineering organization to deliver a high quality product","
Avail is a new car sharing platform focused on improving mobility and reducing the cost of car owne...",https://www.insurancejournal.com/jobs/599400-avail-principal-devops-engineer
JOB247654437609,Sr. DevOps Engineer for USGS (AWS) - 100% Remote/Telecommuting,"US Citizen,Ability to pass a federal government background investigation,Minimum Years of Experience: Must have minimum of 4 years of experience in Cloud / AWS Engineering/Development with 7+ years in overall technical engineering,Minimum Education: B.S. Degree in related discipline or equivalent, additional experience,Must have at least 2 Associate-Level AWS Certifications (Solutions Architect, Developer, or SysOps Administrator),Capable of multi-tasking, balancing multiple projects and timelines simultaneously,In-depth understanding of CloudFormation and CloudFormation Stack Sets,Experience with AWS Organizations and Resource Access Management,Extensive experience with git version control and CI/CD practices,Advanced level proficiency in one scripting language (Python, PowerShell),Knowledge of bootstrapping techniques with BASH and Windows Command line,Proficiency with GitLab CI and configuration of GitLab Runner,Master’s degree or higher in engineering or information systems study,AWS Professional-Level Certification (Solutions Architect or DevOps Engineer),Advanced-level knowledge in networking and routing to include Transit-VPC implementations,Proficiency with at least one industry standard, third-party configuration management tool (Ansible, PowerShell DSC, Chef, Puppet),Solid understanding of Linux and Windows operating systems,Experience with containerization and Docker or Kubernetes,Experience with AWS security tools and applications (e.g. Inspector, Config),Strong background in Microsoft-based applications","Manage version control system with strong understanding of git branching and merging,Provide technical direction to maintain AWS Cloud Infrastructure in Optimal Configuration from both technical and budgetary,Develop and implement AWS CloudFormation Stack Sets to provision enterprise environments and effectively manage repeatable, sustainable AWS,Lead JHC’s efforts to influence the overall AWS Architecture and Design tenets provided by each of the Customer Line Office Development","
US Citizens only
100% remote/telecommuting
Must be able to pass federal background check & obtain P...",https://www.dice.com/jobs/detail/Sr.-DevOps-Engineer-for-USGS-%28AWS%29-%26%2345-100%26%2337-Remote%26%2347Telecommuting-JHC-Technology%2C-Inc-Helena-MT-59601/10514331/766453
JOB249836120079,DevOps Engineer,,"As part of the DevOps team you will be responsible for configuration, optimization, documentation and support of the infrastructure components of TT’s software products which are hosted in collocated facilities and cloud services,Design and build tools and frameworks that support deploying and managing TT’s platforms,Design, build, and deliver cloud computing solutions, hosted services, and underlying software infrastructure,Assist in coaching application developers on proper techniques for building scalable applications in the microservices paradigm,Foster collaboration with software product development, architecture, and IT teams to ensure releases are delivered with repeatable and audit-able processes,Support and troubleshoot scalability, high availability, performance, monitoring, backup and restores of different environments,Work independently across multiple platforms and applications to understand dependencies,Evaluate new tools, technologies, and processes to improve speed, efficiency, and scalability of Trimble Transportations continuous integration environments,2-4+ years experience with Azure,2+ years experience with cloud-based provisioning, monitoring, troubleshooting, and related DevOps technologies,2+ years experience with build technologies and tools like Packer, Rake, Ant, Gradle, or Jenkins,2+ years experience with containerization/orchestration technologies tools like Kubernetes, Docker, Rancher, Mesos, and Swarm,Experience with config/provisioning tools like Ansible, Chef, Puppet, Terraform, or Salt,Experience in delivering and managing web or cloud-based services,Experience SCM tools such as Git/GitHub,Experience with cloud services like Amazon Web Services and related APIs,Experience with IaaS and PaaS technologies like Heroku, Azor, or OpenStack,Experience with messaging technologies such as Kafka, RabbitMQ, or ActiveMQ,Experience with networking concepts like Routing, SNMP, Web Application Firewalls, Load Balancing, and VPNs utilizing products including those from Cisco, Brocade, Foritnet, and/or F5,Experience with NoSQL databases such as Cassandra, MongoDB, Splunk,Consul,Vault,Sensu,Grunt/Gulp,Sumologic, Datadog,Administering Unix / Linux"," All Openings
Title: Azure (DevOps) Engineer
Location: Minnetonka, MN
Trimble Transportation (TT)
Th...",https://careers.trimble.com/jobs/engineering/minnetonka-mn-us/devops-engineer/P_AAAAAAEAAIzMHpQoEV3GYd?lang=en_us
JOB253050895871,DevOps Engineer,,,"
DevOps Engineer
Job ID 19002176 Publicatiedatum 12/09/2019 Lieu: Noida, Uttar Pradesh, India
Full t...",https://vacatures.thalesgroup.com/banen/noida/devops-engineer/27305/13301267
JOB254909762065,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Jobs-in-Murcia_511394.html?page=2
JOB255034554532,DevOps Engineer,Connections to recruiters and industry experts through online and live Devex events,"Full access to our jobs board, including over 1,000 exclusive jobs,Your Devex profile highlighted in recruiter search results","
See the full details of this exclusive job - and all of the other big development opportunities han...",https://www.devex.com/jobs/devops-engineer-616461
JOB256129266879,"Senior DevOps Engineer - Abakus, an SAP company Job",,,SAP is the world leader in enterprise applications in terms of software and software-related service...,https://www.linux.com/content/senior-devops-engineer-abakus-sap-company-job
JOB258103855671,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Jobs-in-Cadiz_511384.html?page=2
JOB258545011249,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Jobs-in-Salamanca_511395.html?page=4
JOB260647925904,DevOps Engineer,,"Full access to our jobs board, including over 1,000 exclusive jobs,Your Devex profile highlighted in recruiter search results,Connections to recruiters and industry experts through online and live Devex events","
See the full details of this exclusive job – and all of the other big development opportunities han...",https://www.devex.com/jobs/devops-engineer-683519
JOB262731496807,DevOps Engineer,"Works with the engineering team to identify and execute continuous delivery plan,Automates the continuous delivery pipeline,Provisions and administers virtual machines and containers,Ensures consistency of deployment environment,Works with the IT organization to ensure compliance with security standards,Develops strategies for testing and validating the health and security of the hosting environment,Evaluates, deploys and configures build, deployment, monitoring and auditing tools,Troubleshoots deployment and infrastructure issues,Minimizes, and where possible, prevents system outages,Assists in documentation of procedures for deployment and support of the software,Follows industry standards and keeps current on technology advances,Assists in cost estimates,Engages in knowledge-sharing activities,Supervises and mentors junior engineers,Minimum Bachelor’s Degree in Computer Science or Engineering,Minimum 5 years of professional experience in DevOps experience,Prior dev ops experience in Cloud environments (Google preferred) understands how to architect for scalability, high performance, hig availablity, disaster recovery, etc.,Strong scripting and coding skills, prior experience with scripting for automation,Linux system administraction (Windows sysadmin skils are a plus),Understanding of web and cloud security,Experience with web services deployment,Experience with container technologies,Experience with source control systems (Git preferred),Experience with build and deploy tools (Jenkins is a plus),Excellent written and oral communication skills,Strong problem-solving skills,Adapatable self-starter with strong collaboration skills,Candidates must be able to legally work and reside in the US, without sponsorship",,"
Schlumberger has an opening in Houston, Texas for a DevOps Engineer. The DevOps Engineer orchestrat...",https://www.rigzone.com/oil/jobs/postings/958836_devops_engineer/
JOB263849888256,SYSTEM ARCHITECT / DEVOPS ENGINEER,,,,http://www.expatica.com/es/jobs/Recruitment-jobs_19095.html?page=5
JOB264301056457,DevOps Engineer Job,,"Contribute Design, implement and manage security controls and automation in a DevOps environment within public clouds across IaaS, PaaS, SaaS and container platforms.,Assist in defining the need and assess relevant security tools to address security challenges within cloud environments and CI/CD pipelines.,Assist the team in security assessments and provide recommendations and consulting on securing cloud infrastructure and in selecting and implementing cloud-native security tools.,Keep abreast of and provide recommendations on emerging security technologies/tools.,Support compliance/certification activities and participate in security audits/reviews.,2+ years of increasingly progressive experience (flexible) and 3+ years programming experience in Java, C#, JavaScript, Python, Ruby or equivalent (flexible);,Experience with infrastructure-as-code principles and tools like Terraform or equivalent,Experience with Chef InSpec scripting very much preferred,Solid Understanding of Cloud providers and hands-on experience on one or more of AWS, Azure or GCP, alsovserverless technologies and runtimes such as Google Cloud Functions and Knative,Understanding of security controls/services in public cloud environments (AWS, Azure or Google Cloud Platform).,Prior Experience in threat detection, (security) monitoring, log management, incident response, and/or digital forensics preferred,Experience in IAM, secrets management, encryption technologies, OS security hardening, SaaS services hardening, and container security.","
Requisition ID: 268481
Work Area: Software-Design and Development
Expected Travel: 0 - 10%
Career S...",http://www.careercast.com/jobs/detail/summary/119793378?contextType=rss&widget=1&type=job&
JOB264410949645,Platform (DevOps) Engineer,,"As part of the DevOps team you will be responsible for configuration, optimization, documentation and support of the infrastructure components of PeopleNet software products which are hosted in collocated facilities and cloud services such as AWS.,Design and build tools and frameworks that support deploying and managing PeopleNet platforms,Design, build, and deliver cloud computing solutions, hosted services, and underlying software infrastructure.,Assist in coaching application developers on proper techniques for building scalable applications in the microservices paradigm.,Foster collaboration with software product development , architecture, and IT teams to ensure releases are delivered with repeatable and auditable processes.,Support and troubleshoot scalability, high availability, performance, monitoring, backup and restores of different environments.,Work independently across multiple platforms and applications to understand dependencies.,Evaluate new tools, technologies, and processes to improve speed, efficiency, and scalability of PeopleNet continuous integration environments.,Excited by the opportunity to build highly scalable, world class products.,Comfortable working in multiple languages, frameworks, and environments.,Eager and willing to work in a fast paced, Agile development environment.,Comfortable working with senior engineers to help champion creative solutions that benefit the team.,Possesses intellectual humility: smart, driven, creative, and able to make mistakes and learn from them, willing to raise others up.,Someone who has a nose for business concerns and can balance them with technical goals.,4-year degree or equivalent experience in a software related field.,2+ years experience with cloud-based provisioning, monitoring, troubleshooting, and related DevOps technologies.,2+ years experience with build technologies and tools like Packer, Rake, Ant, and Gradle.,2+ years experience with containerization/orchestration technologies tools like Rancher, Docker, Mesos, Kubernetes, and Swarm.,Experience in delivering and managing web or cloud-based services.,Experience SCM tools such as Git, GitHub, Bitbucket, etc.,Experience with test automation tools like Cucumber, Junit, Selenium, Fitness, etc.,Experience with cloud services like Amazon Web Services and related APIs.,Experience with config/provisioning tools like Chef, Puppet, Terraform, Salt, or Ansible in production environments with many nodes.,Experience with IaaS and PaaS technologies like AWS, Heroku, Azor, and OpenStack,Experience with messaging technologies such as Kafka, RabbitMQ, ActiveMQ, etc.,Experience with networking concepts like Routing, SNMP, Web Application Firewalls, Load Balancing, and VPNs utilizing products including those from Cisco, Brocade, Foritnet, and F5.,Experience with NoSQL databases such as Cassandra, MongoDB, Splunk, ElasticSearch, etc.,Consul,Ansible,Vault,Sensu,Gradle,Grunt/Gulp,Jenkins,Log aggregation,Administering Unix / Linux","
Title: Platform (DevOps) Engineer
Location: Minnetonka, MN
Our Company
PeopleNet, a Trimble Company...",https://careers.trimble.com/jobs/engineering/-4400-baker-rd-hopkins-mn-55343-us/platform-devops-engineer/P_AAAAAAEAAIzEEuTfWPYkHF?lang=en_us
JOB267134036018,DevOps Engineer- Oklahoma City,,"Trimble MAPS,Is a great problem solver who takes pride in their work,Enjoys building scalable and resilient systems,Experience using AWS services (e.g. EC2, ECS, S3),Experience working with a CI/CD environment (e.g. Jenkins, Bamboo) is a plus,Experience with containerization (Docker) and/or orchestration (e.g. Kubernetes) is a plus,Lead the initial migration of existing web infrastructure from current provider to AWS,Design, build and manage highly scalable, secure and available AWS infrastructure,Create tools and automated workflow capabilities to enable software engineers to promote code across different environments with maximum velocity","This position is located in Oklahoma City, OK.
Job Description:
Developers at Trimble MAPS build app...",https://careers.trimble.com/jobs/engineering/5600-n-may-ave-oklahoma-city-ok-73112-us/devops-engineer-oklahoma-city/P_AAAAAAEAAIzBQZrC8Bs3h5?lang=en_us
JOB267846789970,Shell/Perl Scripting DevOps Engineer,,," Technical/Functional Skills
Must have:
UNIX / Linux Command Line
SQL
UNIX Shell & Perl Scripting
Go...",https://www.careerjet.com/jobad/us61a51086562ebbeca97159f98de60215
JOB273616928222,Junior DevOps Engineer,,"You will work closely with other stakeholders in supporting our services and customers.,You will troubleshoot and improve our infrastructures: AWS infrastructure (VPC, EC2, S3, RDS, EKS, ECS, IAM, Lambda, etc.); Kubernetes/Docker/Istio; OpenNMS/Datadog/Nagios/Cloudwatch; Ansible/Cloudformation/Terraform/Helm Charts,You will socialize designs with teams and integrate suggestions and changes as appropriate.,You will consult with other technical team members and management on industry best DevOps as well as security practices.,You will discuss innovative solutions applicable to our cloud services environment.,You will provide input to improve scalability and availability of our services.","
Junior DevOps Engineer
As a Junior DevOps Engineer for the Software Monetization Global Services te...",https://vacatures.thalesgroup.com/banen/austin/junior-devops-engineer/27305/12954391
JOB274679433773,Devops Engineer,T,"DevOps,AWS,Kubernetes,Automation,Integration,Jenkins","
Description:
Check out the role overview below If you are confident you have got the right skills a...",https://www.expatica.com/uk/jobs/devops-engineer-57/
JOB225480009,DevOps Engineer,,,"
AWS DevOps engineer needed for a full-time opportunity. This position is partially remote with some...",https://www.flexjobs.com/publicjobs/devops-engineer-1122158
JOB380046831,AVAILABLE POSITIONS Senior DevOps Engineer,Work with cool people!,"Deploy and maintain centralized build & release engineering infrastructure, including CICD platforms, build farms, SCM systems, package management, and code review tools,Maintain essential skills in modern technology/standards and leverage automation whenever possible,Establish testing and reporting methods that drive KPIs for system performance,Communicate with internal customers and game teams to understand system requirements,Propose improvements to system architecture and drive automation efforts,Update and maintain documentation/runbooks,Root cause and resolve problems with automated systems and deployments,B.S. in Computer Science, or equivalent,4+ years of hands-on experience working with DevOps toolsets and maintaining DevOps platforms for one or more teams,4+ years of hands-on experience with multi-platform systems administration (Linux, Mac, Windows),4+ years of hands-on experience with programming and scripting, preferably in multiple languages (Python, Bash, Powershell, Go, etc.),2+ years of hands-on experience with CI/CD tools in a multi-site environment (Jenkins, Git, Perforce, Swarm, Nexus, Subversion, etc.),2+ years of hands-on experience with monitoring and diagnostic tools (Datadog/Splunk/Prometheus/Grafana/ELK, etc.),2+ years of hands-on experience with automated deployment (Chef, Packer, Terraform, Ansible),Experience with container orchestration (Docker, Kubernetes),Experience with OS X virtualization (Anka, VMware, QEMU),Experience with both cloud services (primarily AWS) and on-premise deployments (VMware).,Eager to master server/application automation and provide excellent infrastructure operations,Zynga Stock RSUs and Bonus Plan,Full medical, dental, vision benefits as well as life insurance,Catered lunch daily,Generous Paid Maternity/Paternity leave,Open vacation policy for many employees,Flexible working hours on many teams,Casual dress every single day","
Senior DevOps Engineer
Position Overview
Come join the team at Zynga making an impact across all of...",https://www.zynga.com/job-listing/senior-devops-engineer/
JOB1687853909,DevOps Engineer permanent,,"Implement CI/CD pipeline,Experience working within an Agile development environment,Research and implement new technologies within the DevOps environment in order to improve the process of code deployment,DevOps Engineer background,Deep experience of Docker experience,Experience with cloud platforms like GCP, ASW, Azure,Experience of building and maintaining of CI/CD process,ML/Data Science infrastructures such as Spark/Hadoop,Agile,Windows,Azure,DevOps,Docker,CI/CD,DevOps Engineer","
An exciting permanent opportunity has arisen within an exclusive hedge fund based in Mayfair, Londo...",http://www.reed.co.uk/jobs/devops-engineer-permanent/39904059
JOB1732804747,DevOps Engineer,"Basic Windows/Linux OS administration,Ruby or Java or Go,Understanding of HTTP(S) and HTML.,Understanding of XML and JSON.,Understanding of Jenkins or any other CI build environment,Understanding of Git or any other SCM system.",,"DevOps Engineer
A software development company in Stellenbosch is looking for an experienced DevOps ...",http://www.bizcommunity.com/Company/Job.aspx?cid=188698&i=306117
JOB1836763023,"Senior Devops Engineer jobs in Bangalore, KA",,,"
Full Time Job
Position Overview
Reporting to the Lead Digital Cinema Support Engineer, the Digital ...",https://www.entertainmentcareers.net/deluxe-entertainment/senior-devops-engineer/job/317293/
JOB2181378267,DevOps Engineer - Maximo - Telco,Strong problem-solving capability,"Cool, exciting BPM program of work - Large complex organisation,Initial 06-month contract, with view to extend,Fantastic Melbourne CBD location, close to great amenities,Delivery of scripts/code to automate the building of environments and applications in the AWS domain,Participate in Agile teams in a lead engineer role as required,Analyse and interpret architecture documents to identify automation solutions,Liaise with solution and domain architects to ensure automation initiatives are appropriately defined,Manage technical engagement with development partners providing advice, guidance and delivery feedback,Responsible for documenting the technical components of automation and high-level design artefacts.,Manage automation solutions through their life-cycle to ensure maintainability and performance targets are met,Tertiary qualification and hands-on experience in delivering environment management automation and application build/deploy/test automation,Experience with the AWS domain,Experience with Maximo,Strong scripting experience with tools such as Docker, Jenkins, Ant, Git, Chef, Puppet,An understanding of security principles relevant to Cloud-based applications,Stakeholder management skills,Project delivery experience,Demonstrated teamwork capability","
Large Australian Telco brand in the Melbourne CBD, requires a strong DevOps Engineer for a complex ...",https://www.computerworld.co.nz/jobs/view/31923/devops-engineer-maximo-telco/
JOB4517626706,AWS Devops Engineer,,," Job Description
Company Description
CANDIDATE MUST BE LOCAL TO THE BOSTON AREA, THIS IS A FULL TIME...","https://www.ziprecruiter.com/c/translations/Job/AWS-DevOps-Engineer/-in-Maynard,MA?jid=DQ5cb56e4dd36ec8b513be128e83af22c6&job_id=770b5e843ad25a33a1492a71d9848054"
JOB5018235113,Devops Engineer,"Fault detection, resolution and troubleshooting large scale, high availability, high impact systems","Managing the process including definition of the requirement, build, upgrade and the deployment,Be the SME across the DevOPs space for all Projects and BAU related work and being a go to person for the business with any queries,Assist in forming how my client analyse and maintain all tools that support & automate the product installation and upgrade processes for business critical applications in the Cloud,Solid experience in the development of application installation and upgrades,Knowledge and understanding of experience with Hyper Converged Infrastructure, Windows Storage Spaces Direct - Storage, Monitoring, Clustering, Scripting and Automation,Intermediate level of TCP/IP network - Routing, Switching, Firewalls, SSL,Experience in web technologies and hosting high availability software platforms,Understanding of system and application monitoring solutions","
Melbourne CBD, join a growing team, complex product dev environment, make your mark! Permanent role...",https://www.computerworld.co.nz/jobs/view/24458/devops-engineer/
JOB5590206358,Devops Engineer,Strong communication skills,"Proven expertise in the following technologies: PowerShell, Continuous Integration using TeamCity, Continuous Deployments using Octopus, Version Control with TFS/GIT,Must have solid skills on deploying and managing cloud services hosted in AWS or Private Cloud,Skills in administering websites at scale,Deep understanding of version control systems such as TFS, GiT, etc.,Understanding and Knowledge on Database deployments.,High level of proficiency with PowerShell,Should have some background understanding (ASP .Net, angular, etc),Familiar with Monitoring tools such as Site 24/7 or anything similar,Familiar with Jira (for bug tracking), Confluence (wiki) and other DevOps offerings from Atlassian,Tooling investments & Automation,Engineer solutions to drive operational maturity / efficiencies,Familiarity with test automation framework such as Microsoft Test Manager.,Continuous delivery through automation (RM, CI, Build) and Change Management. Familiarity with Continuous Integration\Continuous Deployment tools such as Octopus, Jenkins, TeamCity, TFS, etc.,Analyse service design for resiliency & DR gaps,Good knowledge of Windows Server, IIS and SQL Server administration","
Melbourne CBD, join a growing team, complex product dev environment, make your mark! perm role
Melb...",http://www.techworld.com.au/jobs/view/20175/devops-engineer/
